S.no,Name,Adress,Phone,Fax,Email
1541,Fortis Hospital Mohali,"Sector-62, Phase-VIII, Mohali, Sahibzada Ajit Singh Nagar, Punjab","93572-32032, 8146465487, 0172-5096222 ",-  ,gopal.uniyal@fortishealthcare.com
1542,"Indian Red Cross Society Blood Bank, Ahmedabad","J L Thakur Red Cross Bhavan, 18, Gujarat Brahmkshatriya Society, Paladi, B/H Suvidha Shopping Centre, Paldi, , Ahmedabad, Ahmedabad, Gujarat","9824040597, 9099917781, 079-26651833 ",-  ,redcross.ahmedabad@gmail.com
1543,DEEP BLOOD BANK ,"MAKAN NO. 130, PRIYADRSHNI GAS AGENCY KE PASS BHAWANI MATA ROAD KHANDWA  , KHANDWA , Khandwa (East Nimar), Madhya Pradesh","8770195036,9425085817 ",-  ,dr.preetamsingh1@gmail.com
1544,B.G.S.Apollo Hospital,"Kantharaj Urs Road, Kuvempunagar, Mysore, Mysore, Karnataka","9448058501,8212566666 ",-  ,apollo_bgs@apollohospitals.com
1545,"GENERAL HOSPITAL, PORBANDAR ","Blood Bank, General Hospital,, Porbandar, Porbandar, Gujarat","9979882775, 0286-2242910, 9099079158 ",-  ,dr.l.a.dhamelia@gmail.com
1546,Navodaya Medical College Hospital and Research Centre Blood Bank,"Mantralaya Road, Raichur, Raichur, Karnataka","9880765836,08532-223361 ",-  ,info@navodaya.edu.in
1547,"District Hospital South Santirbazar, Blood Bank","Santirbazar, , Santirbazar, South Tripura, Tripura",9862665313 ,-  ,bloodbankstb10@yahoo.com
1548,"Gokuldas Hospital Blood BanK Sarju Bai Charitable Trust, Indore","11, Sarju Prasad Marg,, Indore, Indore, Madhya Pradesh","0731 2519212, 09826077557 ",-  ,gokuldaspathology@gmail.com
1549,"Kempegowda Medical Service Trust, Millenium Blood Bank","No.1082/9, Sreenivasa Prasanna Complex, Triveni Road, Yeshwa, Bangalore, Bengalore Urban, Karnataka","9972111552,8023571001 ",-  ,kempegowdamst@gmail.com
1550,Thoothukudi Government Medical College Hospital,"NH 7A, Subbiah Puram, Thoothukudi,, Palayamkottai Road, Near Rajaji Park, Thoothukudi, Thoothukudi, Thoothukkudi, Tamil Nadu",9842139132 ,-  ,govt.bloodbankthoothukudi@gmail.com
1551,Blood bank and transfusion unit JNIMS Imphal,"Blood bank, Jawaharlal Nehru Institute of Medical sciences Imphal, Imphal , Imphal East, Manipur",09862983562 ,-  ,okramgeetjnims@gmail.com
1552,"District Hospital, Panna","Irrigation Colony, Panna, Panna, Madhya Pradesh","Mob: 9424350011, 07732–234074/252179 ",-  ,-
1553,Aditya Hospital Blood Bank,"first floor, opp Bharat petrol pump, Shanthinagar, uppal , Uppal, Hyderabad, Telangana",9441238677 ,-  ,adityahospitalbloodbank@gmail.com
1554,Government Hospital Arakkonam,"Government Hospital, Arakonam , Gandhi Nagar Arakonam Vellore Tamil Nadu, Vellore, Vellore, Tamil Nadu",8825724338 ,-  ,-
1555,Aditya Hospital Blood Bank,"4-3-154/3, Hanuman tekdi, Abids, HYDERABAD.TELANGANA., Hyderabad, Hyderabad, Telangana",9885642579 ,-  ,Adityahospitalsbloodbank2010@gmail.com
1556,KMR Blood Bank (Run by KMR Charitable Trust),"113A, (First Floor) Arulandha Nagar 7th cross, Rohini Hospital Near, Thanjavaur, Thanjavur, Tamil Nadu",9047008704 ,-  ,kmrbloodbank@gmail.com
1557,Blood Bank LPS Institute,"LPS Institute of Cardiology, Kanpur, Kanpur Nagar, Uttar Pradesh","0512-2555200, 8400561100 ",-  ,hrskanpur2018@gmail.com
1558, Cardio Neuro Centre Blood Bank CNC AIIMS Delhi ,"Blood Bank, C.N. Centre, AIIMS, Ansari Nagar, New Delhi , New Delhi, South, Delhi",26593625 ,-  ,anjalihz@gmail.com
1559,"Government Maternity Hospital Blood Bank, Chittoor","Government Maternity Hospital Premises, Ruia Hospital Road, , Chittoor, Chittoor, Andhra Pradesh",9441803962 ,-  ,bloodbankgmhtirupati@gmail.com
1560,"M/S Harsan Blood Bank, Gopalganj","M/S Harsan Blood Bank (A Unit of Aryan Health Services Pvt, Ltd.), Harsan Hospital & Trauma Center, Vill - Banjari, Po. & Dist -Gopalganj,, Gopalganj, Gopalganj, Bihar",9431407729 ,-  ,harsanbloodbankgpj@gmail.com
1561,Bose Clinic Blood Bank,"BOSE CLINIC BLOOD BANK, Canal Road, Dehri-on-Son, Sasaram, Rohtas, Bihar",9470007662 ,-  ,bosebbdehri124@gmail.com
1562,"Blood Bank, Maharaja Agrasen Hospital","West Punjabi Bagh, New Delhi, New Delhi, West, Delhi",9910426353 ,-  ,dr.omp@rediffmail.com
1563,"Government Taluk Hospital, Gudalur","Government Taluk Hospital, Gudalur, tamil nadu, The Nilgiris, The Nilgiris, Tamil Nadu",04262261222 ,-  ,g.h.gudalur@gmail.com
1564,M/S East Point Hospital Blood Bank,"East Point College of medical Sciences and Hospital,Jnana Prabha Campus,Bidarahalli, Virgonagar,Bengaluru, Bengalore Urban, Bengalore Urban, Karnataka","8147732899,080-28472999 ",-  ,bloodbank@eastpoint.ac.in
1565,State Referral Hospital ZMC Blood Bank,"State referral hospital, Falkawn, Falkawn, Aizwal, Aizawl, Mizoram","8974638568, 8837357585 ",-  ,bb2019zmc@gmail.com
1566,"Belonia Sub-Div. Hospital, Blood Bank","O/o the SDMO, Belonia, , Belonia, South Tripura, Tripura",9612852673 ,-  ,sdmoblnnrhm123@rediffmail.com
1567,"Bharat Blood Bank, Patna","Bharat Blood Bank,Churi Bazar, Dharahara Kothi, Patna, Patna, Bihar","9334151682, 9431093302, 0612-2675213 ",-  ,bharatbloodbank0612@gmail.com
1568,"GMERS MEDICAL COLLEGE & HOSPITAL, DHARPUR","Blood Bank, GMERS Medical College,  Dharpur,, Dharpur, Patan, Gujarat","9974149292, 9879215847, 7567889866 ",-  ,bb001dharpur@gmail.com
1569,"Blood Bank, Dr. Baba Saheb Ambedkar Hospital","Rohini, New Delhi, North West, Delhi","01127055585, 9968679714 ",-  ,msidhar67@gmail.com
1570,"Government Hospital, Tindivanam","Government Hospital, Tindivanam, Tindivanam, Viluppuram, Tamil Nadu",9443497696 ,-  ,bloodbanktindivanam@gmail.com
1571,Government Peripheral Hospital,"Anna Nagar, Chennai, Chennai, Tamil Nadu",9445142097 ,-  ,bbmogphan@gmail.com
1572,Indian Association of Blood Bank Cancer and Allied Diseases,"81-C Narkeldanga Main Rd Phool Bagan, Beliaghata Kolkata, West Bengal 700054, Beleghata, Kolkata, Kolkata, West Bengal",033-23700472/9830027440 ,-  ,iabcd.81c@gmail.com
1573,Mahatma Gandhi Hospital,"Campus M G Hospital, Bhilwara, Bhilwara, Rajasthan",01482-220139 ,01482-220139  ,mghbhlpmo@gmail.com
1574,"ESI Hospital,Ayanavaram","53, Medavakkam Tank Rd, Thiruvalluvar Nagar, Dr Ambedkar Nagar, Sanyasipuram, Ayanavaram, Chennai, Tamil Nadu",9443285809 ,-  ,bloodbankesihospital@gmail.com
1575,"Government Hospital, Rasipuram","Government Hospital, Rasipuram, chattcherry street old bus stand rasipuram, Rasipuram, Namakkal, Tamil Nadu",8098125133 ,0  ,bbghrasipuram@gmail.com
1576,Blood bank and component center ,"Blood bank and component center (charitable) ,Meerut road,shamli, Shamli, Shamli, Uttar Pradesh",9917202020 ,-  ,bloodbankandcomponentshamli@gmail.com
1577,Blood Bank Saroj Super Speciality Hospital,"Madhuban Chowk, Rohini, Delhi, North West, Delhi",27903276 ,-  ,rbansal1970@yahoo.com
1578,Blood Bank SCCL Main Hospital,"Bhadradri, KOTHAGUDEM, Bhadradri Kothagudem, Telangana",9550303436 ,-  ,bbank@scclmines.com
1579,District Hospital Dholpur,"General Hospital, Dholpur, Dholpur, Dhaulpur, Rajasthan",05642220738 ,-  ,dhbloodbank@gmail.com
1580,Asansol Dist. Hospital,"P.O.-Asansol, Asansol Dist. Hospital, P.O. : Asansol, Dist - Burdwan, Asansol, Purba Bardhaman, West Bengal","9474347380,9434160366 ",-  ,asansolsdh@gmail.com
1581,Blood Bank Bhagwan Mahavir Hospital,"h-4/5, first floor, guru harkishan marg, pitampura, delhi, Delhi, North West, Delhi",9717730004 ,-  ,msbmh-dhs-delhi@nic.in
1582,Caritas Hospital,"Off M.C. Road, Thellakom, Kottayam, Kottayam, Kerala","0481-2790025, 9496555200 ",-  ,mail@caritashospital.org
1583,Civil Hospital Blood Bank Karnal,"RBTC Campus, Karnal, Karnal, Haryana","01842268899,8607010701 ",-  ,rbtcghknl@gmail.com
1584,Marian Medical Centre Blood Bank,"Arunapuram, Pala, Pala, Kottayam, Kerala",8289855691 ,04822200072  ,marianmedicalcentre@yahoo.com
1585,Dr. Ronald Ross Health Society Blood Bank,"Sai Plaza, Plot No. 36, Dharma Reddy Colony, , Hyder nagar, kukatpally, hyderabad, Hyderabad, Medchal, Telangana",8886223113 ,-  ,drronaldrossbloodbank@gmail.com
1586,Krishna Institute of Medical Sciences,"# 1-8-31/1, Minister Road, Secunderabad, Secunderabad, Hyderabad, Telangana",9949371417 ,-  ,-
1587,Indian Red Cross Society Blood Bank Hanamkonda,"2-7-939, Opp. Dist. Collectorate, Subedari, Hanamkonda, Warangal, Hanamkonda, Warangal (Urban), Telangana","8702456765,8367356765 ",-  ,wglircs@gmail.com
1588,M/S Aparna Hospital blood bank,"M/S Aparna Hospital blood bank, Nalgonda, Nalgonda, Telangana",000000000000000000000 ,-  ,aparnahospitalas1@gmail.com
1589,Department of Transfusion Medicine SGPGIMS Lucknow ,"Raebareli Road, Lucknow, Lucknow, Uttar Pradesh","8004904423,8004904436,9451287811 ",-  ,rkcchaud@sgpgi.ac.in
1590,MG Hospital Jodhpur,"Jalori Bari Rd, Jaswant Sarai, Ratanada, Jodhpur, Jodhpur, Rajasthan",0291-2636901 ,2636390  ,drrajshreebehra@gmail.com
1591,Janta Blood Bank,"B-22, Gandhi Nagar, Moradabad., Moradabad, Moradabad, Uttar Pradesh","9412454789,0591-2490640, 9837066391 ",-  ,jantabloodbank@gmail.com
1592,Daman Raktdan Kendra,"Marwad Hospital Campus, Marwad, Daman, Daman & Diu",0260-2255110 ,-  ,damanraktadankendra@gmail.com
1593,Baruipur SDH,"Baruipur, Kulpi Road, Baruipur, S. 24 Pgs, Near SBI, South Twenty Four Parganas, South Twenty Four Parganas, West Bengal",03324332043 ,-  ,bb.baruipursdh@gmail.com
1594,Chazhikattu Hospital Blood Bank,"Thodupuzha Town Road, Thodupuzha, Kerala , Idukki, Idukki, Kerala",9526384653 ,-  ,sibyamb@gmail.com
1595,Indian Red Cross Society Blood Bank Ongole,"57-1-29 to 31, Railway Station Road, Ongole, Prakasam, Andhra Pradesh",996689229 ,-  ,Ircsbbongole@gmail.com
1596,"Blood Bank, Mission Jan Jagriti Blood Bank","I-11 First Floor,DSIDC Industrial Complex,Rohtak Road,near  udyog Nagar Metro Station Nangloi, (opposite metro pillar no-321 above ICICI Bank), Delhi, North West, Delhi","01130580345,8510888926 ",-  ,bhupendersingh_1985@yahoo.in
1597,Jeevan Adhar Blood Bank Nanded,"2nd floor narshinha bharosa height, opp to ayurvedic college, Nanded, Nanded, Maharashtra",9049888111 ,-  ,jeevanadhar.bloodbank@gmail.com
1598,G.B.Pant Hospital Atlanta Point Blood Bank,"DHS Annexe Building Near Rear Gate, Port Blair , South Andaman, Andaman & Nicobar Islands",9757167347 ,-  ,bbgbpantportblair@gmail.com
1599,Medicover Hospital Blood Bank,"Maxcure hospitals Blood bank building, Plot No 68, Pratika Nagar, Madhapur, Rangareddy, Telangana","7799157788, 9951522216 ",-  ,bloodbank.hitech@medicoverhospitals.in
1600,Karuna Medical Collage Hospital Blood Bank,"IV/931, Vilayodi, Chittur, Alathur, Palakkad, Kerala","04923-221792, 9605222190 ",-  ,-
1601,District Hospital Blood Bank Sarguja,"District Hospital in medical college campus, Ambikapur, Ambikapur, Surguja, Chhattisgarh",9826995155 ,-  ,aamishra41@gmail.com
1602,Kailash Hospital,"Main Haridwar Road, Near Rispana Bridge, , Dehradun, Uttarakhand , Dehradun, Dehradun, Uttarakhand",999 999 8808 ,-  ,bloodbank.dehradun@kailashhospital.com
1603,"S. S.Venutai Y. Chavan Sub-District Hospital, Blood Bank Karad","Plot No.290/91, Budhwar peth, Station Road,, Karad, Satara, Maharashtra","9423271924,(02164)222459/222462 ",02164-222459/221020  ,mskarad@gmail.com
1604,"District Hospital, Damoh","Damoh, Damoh, Madhya Pradesh","Mob:9893523216, 9425406173, 07812–221854 ",-  ,-
1605,"Blood Bank SH Sasaram, Rohtas ","Blood Bank Sadar Hospital, Sasaram Rauza Road, Near Head Post officeSasaram,, Sasaram, Rohtas, Bihar","9835055842, 06184-227105 ",-  ,bloodbanksadarhospitalssm@rediffmail.com
1606,"Chandubhai Somabhai Patel Blood Bank (of Arogyaseva Mandal), Burhanpur","Rashtriyapura, Amravati Road,, Burhanpur, Burhanpur, Madhya Pradesh",07325 255133 ,-  ,-
1607,BPS Medical College for Women Khanpur Kalan  Sonipat," Khanpur Kalan, Sonipat, Sonipat, Haryana","7206050509, 01263-283041 ",01263-283064  ,directorbpsgmc@yahoo.co.in
1608,Pushpagiri Hospital,"Near Municipal Stadium Pushpagiri Marg, Thiruvalla, Pathanamthitta, Kerala", 9446603913 , 0469-2701045  ,jyothiskochi@gmail.com
1609,"Blood Bank Sadar Hospital, Samastipur","Blood Bank Sadar Hospital Samastipur, Samastipur, Samastipur, Bihar",9431440174 ,-  ,bbsamastipur@gmail.com
1610,Rajdhani Blood Bank,"Jhanda Chowk, Main Road, Badhai Para, Raipur, raipur, Raipur, Chhattisgarh",9300052601 ,-  ,rbb.admryp@gmail.com
1611,Satyashanti Blood Bank,"2nd floor Satyashanti Hospital, Opp.Bus Stand, At-Pusad,, Yavatmal, Yavatmal, Maharashtra","9422165895,07233-248095 ",-  ,satyashanti@rediffmail.com
1612,Blood Bank Govt Medical College Dimrapal,"Late BRKM Medical College, Jagdalpur, Bastar, Chhattisgarh","8962356271,7587497805 ",-  ,bloodbankbrkmmedicalcollegejdp@gmail.com
1613,Sri Ramakrishna Ashram Charitable hospital Blood Bank,"Sri Ramakrishna Ashram Charitable Hospital,  Sasthamangalam, Thiruvananthapuram, Thiruvananthapuram, Thiruvananthapuram, Kerala","0471 2722125, 8075072461 ",-  ,srkachbb@gmail.com
1614,Akola Diagnostic Centre Blood Bank & Component Lab,"Shivshirsh, Opp.Gajanan Hospital, Ramnagar, , Akola, Akola, Maharashtra","7588760003,9823048379,0724-2458777 ",-  ,akoladiagnostic@rediffmail.com
1615,"M. U. Pethani Voluntary Blood Bank, Palanpur","Bhagwan Mahavir Seva Samiti Sanchalit  Mafatben Uttamlal Pethani Voluntary Blood Bank, Baradpura, Near Delhi Gate, Palanpur, Banas Kantha, Banas Kantha, Gujarat","9426749265, 9824517175, 9324953424 ",-  ,pethani.bloodbank@yahoo.in
1616,KIMS HOSPITAL BLOOD BANK,"D.NO: 4-120/A, 3 rd FLOOR, NORTH BYPASS ROAD, MUKTHINUTHALAPADU (VIL), ONGOLE, PRAKASAM (DT)., ONGOLE, Prakasam, Andhra Pradesh",9966615104 ,-  ,kimsbloodbankongole@gmail.com
1617,Prema Bindu Blood Bank,"sri sai sevananda aadhyamika Trust,3rd floor,shop No.2,3,45,kalburgi katwe fortune, opp to KLE Tech University,vidyanagar,Hubli, Dharwad, Karnataka",7204411222 ,-  ,premabindubb2019@gmail.com
1618,"Blood Bank, Govind Ballabh Pant Institute of Postgraduate Medical Education and Research"," 1, Jawahar Lal Nehru Marg, Delhi Gate , New Delhi, Central, Delhi",23234242 ,23221835  ,msgbpant@nic.in
1619,Sardar Vallabhbhai Patel Blood Bank,"201,. Shrinathji Complex, Ramnagar Char Rasta, Rander Road, Surat, Surat, Gujarat",8788482015 ,-  ,svpbbsurat@gmail.com
1620,Holy Cross Hospital,"Kottiyam, Kollam, Kollam, Kerala",04742538209 ,04742530531  ,riacherian78@gmail.com
1621,SHRI KUTCHI LEVA PATEL EDUCATION & MEDICAL TRUST SANCHALIT MMPJ HOSPITAL BLOOD BANK,"DEPARTMENT OF PATHOLOGY MMPJ HOSPITAL BHUJ KUTCH GUJRAT, Kachchh, Kachchh, Gujarat",9727588449 ,-  ,mmpjlab@gmail.com
1622,Manjunath Orthoaedic and Trauma centre hosital Blood bank,"No. 75,opp.vijaya convent, 4th Cross, (Sampige Road Cross), Shankar Mutt Road, K. R. Puram, Hassan, Hassan, Karnataka","9448885440,8172266124, 9743339806 ",-  ,hassanbloodbank@yahoo.com
1623,S.M.S. Hospital Blood Bank,"No. 11, Sawai Mansingh Road, Tonk Road, Jaipur, Jaipur, Rajasthan",NA ,-  ,-
1624,"Government Head Quarters Hospital, Usilampatti","Government Head Quarters Hospital, Usilampatti, Madurai, Usilampatti, Madurai, Tamil Nadu",8300060775 ,-  ,-
1625,"Gayatri Voluntary Blood Bank, Deesa","Gayatri Voluntary Blood Bank,, PLOT NO.22, FRIST FLOOR, OPP - GAYATRI TEMPLE, DEESA BANASKANTHA GUJARAT, Deesa, Banas Kantha, Gujarat","9824264464, 9825493210, 02744-225605 ",-  ,gayatri.laboratory@yahoo.in
1626,"BC, TRIHMS","Sector F, Papum Pare, NH-52A, Itanagar Road, Naharlagun, Naharlagun, Papum Pare, Arunachal Pradesh",9402043391 ,-  ,naharlagunbloodbank@gmail.com
1627,Red Cross Blood Bank of Indian Red Cross Society,"D.No. 1-2-310, Vidya Nagar, Hyderabad, Hyderabad, Telangana",040-27627973 ,-  ,redcross_bloodbank@yahoo.com
1628,"Jain Pathology Laboratory & Blood Bank, Mandsaur","Gandhi Chouraha,, Mandsaur, Mandsaur, Madhya Pradesh","07422 242518, 9827070408 ",-  ,drsuresh_jain@hotmail.com
1629,Capitol Hospital,"Blood Bank, Jalandhar-Pathankot Road(NH-44), Near Reru Chowk,, Jalandhar, Jalandhar, Punjab","98143-13868, 0181 236 6666 ",-  ,hr@capitolhospital.com
1630,Blood Bank Sadar Hospital Simdega,"Sadar Hospital, Simdega, Simdega, Jharkhand",9386355969/ 8051011707 ,-  ,bloodnanksimdega@gmail.com
1631,"Blood Bank, Sadar Hospital, Koderma","Blood Bank, Sadar Hospital, Koderma, Koderma, Kodarma, Jharkhand",9931485041 ,-  ,cskoderma2@gmail.com
1632,"Cama & Albles Hosp., Abdul Fazalbhoy Blood Bank","Mahapalika Marg, Mumbai CST,, Mumbai, Mumbai, Maharashtra","8308824753,022-22611667    (319 Ext) ",23735599/22621197  ,bb214@mahasbtc.com
1633,Amrit Charitable Blood Bank,"Amrit Charitable Blood Bank, 3 Jaumna Complex, 100 Futa X-ing, Shamshabad Road, Agra, Agra, Agra, Uttar Pradesh",7351002664 ,-  ,amritcharitablesociety@gmail.com
1634,Suraksha Voluntary Blood Bank,"D.No. 29-10-8, govindarajulunaidustreet, Suryaraopet, vijayawada, Vijayawada, Krishna, Andhra Pradesh","8008983492,9502122333 ",-  ,surakshabloodbank@gmail.com
1635,Bishnupur S.D. Hospital,"P.O. Bishnupur, Bishnupur District Hospital Blood Bank, P.O. - Bishnupur, Dist.-Bankura, Bankura, Bankura, West Bengal","9932772938,9002677366,9434167747 ",-  ,supdt_bishnu@wbhealth.gov.in
1636,"Central Hospital Kalla, ECL Blood Bank","Domohani Rd, Asansol, Paschim Bardhaman, West Bengal",9434797159 ,-  ,sarojanandjha1961@gmail.com
1637,Blood Bank District Hospital Lakhimpur Khiri,"Police Line, Lakhimpur, Lakhimpur Kheri, Uttar Pradesh",9412377198 ,-  ,bbkheri@gmail.com
1638,"S.D. Hospital, Uluberia"," P.O. Uluberia, Uluberia S.D. Hospital Blood Bank, P.O. - Uluberia, Dist.- Howrah, Howrah, Howrah, West Bengal","9433182956,9831060270 ",-  ,supdt_ulusdh@wbhealth.gov.in
1639,M/s Nanded Blood Bank,"M/s Nanded Blood Bank, Shivaji Nagar, Opp. Aadhar Hospital, Nanded (M.S), Nanded, Nanded, Maharashtra","9422820292,02462-232810 / 692810 ",-  ,nandedbloodbank@gmail.com
1640,"GANDHI LINCOLN HOSPITAL, DEESA","Bhansali Trust sanchalit Voluntary Blood Bank,  Gandhi Lincoln Hospital, Nr.Municipal Complex,  Nr. Sardar-Baug,, Deesa, Banas Kantha, Gujarat","98250 67844, 02744-225844 ",-  ,glh_deesa@yahoo.com
1641,Sarvodya Jan Kalyan Samiti Blood Bank,"Sarvoday Jan Kalyan Samiti, Infront of Old Telephone Exchange, Kalagarh Road, Dhaampur, Bijnor, Bijnor, Uttar Pradesh","9412346047,8532908111, 01344-230164 ",-  ,harmindarkalra@gmail.com
1642,"Government General Hospital Blood Bank, (Formerly District Head Quarter Hospital), Anantapur","Dist. H.Q. Hospital Premises, Ground Floor, Anantapur, Anantapur, Andhra Pradesh",9866695858 ,-  ,bloodbankgghatp@gmail.com
1643,Red AID Blood Centre," Khanna Nursing Home  Kukrain Colony, Khanna, Khanna, Ludhiana, Punjab",7087082233 ,-  ,rbc.khanna@gmail.com
1644,SHRI RAMA CHARITABLE HOSPITAL BLOOD BANK,"Parbhat Nagar, Dholewal chowk, Ludhiana, Ludhiana, Punjab","7740057725, 01615046278 ",-  ,ramabbank1209@gmail.com
1645,"Suyash Blood Bank, Indore","Opp. M.G.M. Medical College, A.B.Road,, Indore, Indore, Madhya Pradesh","0731 2493911, 0731 2493912, 0731 2493913 ",-  ,-
1646,m /s Ashirwad Blood Bank,"Nehru parisar behind hotel dhillon Bhilai, Durg, Durg, Chhattisgarh",00000000 ,-  ,chhattisgarhsacs@gmail.com
1647,District Hospital Blood Bank Dantewada,"Govt Blood Bank, Dantewada District Hospital, Dantewada, Dakshin Bastar Dantewada, Chhattisgarh",07856-252830 ,-  ,cs.dantewada@gmail.com
1648,Rinchi Trust Hospital Blood bank,"Kathal More, Itki Rd., Ranchi, Ranchi, Jharkhand",8271913889 ,-  ,rinchi.india@gmail.com
1649,Ivy Hospital Mohali,"IVY Hospital, Sector-71, Mohali, Punjab, Mohali, Sahibzada Ajit Singh Nagar, Punjab","7508699443, 9814864804, 01725242125 ",-  ,headbloodbank@ivyhospital.com
1650,"Blood Bank, Indra Prastha Medical Corporation (Apollo Hospital)"," Indraprastha Medical Corporation, Sarita Vihar, New Delhi, South, Delhi","011 26925801, 011 26925858, 011 26825707 ",-  ,makroo@apollohospitals.com
1651,Lt.Sh. Bal Kishan Devki joshi Charitable Blood Bank,"1st floor, Laxmi Mohan Tower, ganesh vihar, Mukhani, near sai hospital haldwani , Haldwani, Nainital, Uttarakhand",9058282981 ,-  ,pandey.nti@gmail.com
1652,"S.D. Hospital , Kalimpong","Kalimpong Hospital Chotta Bhalukhop Kalimpong, West Bengal 734316, Kalimpong S.D. Hospital, P.O. : Kalimpong, Dist - Darjeeling, Darjeeling, Darjeeling, West Bengal","9733162153,9232380181 ",-  ,bloodbankkalimpong@gmail.com
1653,Ivy Hospital Blood Bank Amritsar,"Airport Road, Amritsar, Amritsar, Amritsar, Punjab",8591150000 ,-  ,tsbloodbank.asr@ivyhospital.com
1654,Balurghat District Hospital,"P.O. Balurghat, Balurghat Dist. Hospital, P.O. : Balurghat, Dist - Dakshin Dinajpur, Dakshin Dinajpur, Dakshin Dinajpur, West Bengal","9434503552,8016039467 ",-  ,bloodbank.dd@gmail.com
1655,"M/S Sushila Blood Bank, Bhagalpuar","C/o Sushila Hospital, South of Lajpat Park U. N. Bagchi Road, Mashakchak,, Bhagalpur, Bhagalpur, Bihar","9431220188, 9897087022, 0641-2420211 ",-  ,anjanaprakash421@gmail.com
1656,"Civil Surgeon, General Hospital Blood Bank","Civil Hospital Osmanabad,Marwad Galli, TQ & Dist-Osmanabad, Osmanabad, Osmanabad, Maharashtra","8605624488,9421352152, 9970702414 ",02472-226924  ,bloodbankosmanabad@gmail.com
1657,Government Tiruvarur Medical College Hospital," Collector office Master Plan Complex, Collector Office Road, Thiruvarur, Tiruvarur, Thiruvarur, Tamil Nadu",8015382916 ,-  ,bloodbankthiruvarur@gmail.com
1658,Indian Serological Institute Blood Bank,"21, Anand Baugh, Navi Peth, Near Vaikunth,, Pune, Pune, Maharashtra","020-24535244, 9096039023 ",-  ,isibloodbank@rediffmail.com
1659,Blood Bank E.S.I. Hospital Basaidarapur,"Basi Darapur, Ring Road, Basaidarapur, New Delhi, West, Delhi","011-25790808, 9968303027 ",-  ,bb-basaidarapur.dl@esic.nic.in
1660,IMA Charitable Blood Bank,"Patkapur, Parade, Kanpur, Kanpur, Kanpur Nagar, Uttar Pradesh",8077276458 ,-  ,imacbbkanpur@gmail.com
1661, DurgapurS.D. Hospital,"P.O. Durgapur, Durgapur S.D. Hospital, P.O. : Durgapur, Dist - Burdwan, DURGAPUR, Purba Bardhaman, West Bengal",9433609994 ,-  ,durgapursdhbb@gmail.com
1662,The Medanta Blood Bank,"CH Baktawar Singh Rd, Medicity, Islampur Colony, Sector 38,, Gurgaon, Gurgaon, Haryana","099711-83331 0124-4411441, 099711-83331  ",-  ,aseem.tiwari@medanta.org
1663,"Blood Bank, Sadar Hospital, Giridih","Blood Bank, Sadar Hospital, Giridih, Giridih, Giridih, Jharkhand",9431925263 ,-  ,md.sohelakhtar@yahoo.in
1664,"Taluk Head Quarters Hospital, Mannarkad","Taluk Head Quarters Hospital Mannarkkad, Mannarkkad, Palakkad, Kerala","09495753002, 08907379890 ",-  ,bbthqhmkd@gmail.com
1665,Max 7 Hospital Blood Bank,"Max 7 Hospital Blood Bank,  Ram Bag Road, Line Bazar, Purnea, Purnia, Purnia, Bihar","9431230052,06454-244551 & 244552 ",-  ,max7hospital@gmail.com
1666,"Blood Bank, Brahm Shakti Hospital & Research Centre","U-1/78, Budh Vihar, Delhi, North West, Delhi",9911299376 ,-  ,info.brahmshaktibloodbank@gmail.com
1667,Swami Vivekanand Blood Bank,"-, Nanded, Nanded, Maharashtra",9145432530 ,-  ,svbloodbank111@gmail.com
1668,Blood Bank MAMC Agroha Hisar,"Agroha, Hisar, Hisar, Haryana","9416453004, 01669252032, 9896250806 ",-  ,bloodbank@mamc.edu.in
1669,Johal Multispeciality Hospital,"Hoshiarpur Road, Rama Mandi, Jalandhar, Jalandhar, Punjab","9417070660, 0181 5033333 ",01812411428  ,johalbloodbank@gmail.com
1670,"Adarsh Pathology Laboratory & Blood Bank,  Ahmedabad","Adarsh Pathology Laboratory & Blood Bank,  1st Floor, Samjuba Hospital, Bapunagar, Ahmedabad, Ahmedabad, Gujarat","9825089741, 079-22749146/6672 ",-  ,adarsh_vbb@yahoo.com
1671,Al-Azhar Medical College & Super Speciality Hospital,"Ezhalloor P O, Kumaramangalam, THODUPUZHA, Idukki, Kerala",9497541172 ,-  ,aamcbloodbank@gmail.com
1672,Akash Institute of Medical Sciences and Research Centre Blood Bank,"Sy. No. 70/1, Prasannahalli, Devanahalli Taluk, Bangalore, Bengalore Rural, Karnataka","9739303690,080-71159988 ",-  ,akashbloodbank@gmail.com
1673,Ramkrishna Ashram Blood Bank,"P.O- Narainpur, Narayanpur, Narayanpur, Chhattisgarh","077812 52251, 07781 252370 ",07781 252393  ,rkmvad.npr@gmail.com
1674,B.L.D.E. Association's Medical College Hospital & Research Centre,"Ashram Road, Bijapur, Vijayapura, Karnataka","9880336328,8352262770 ",-  ,bjr.bldemedicalcollege.bb@gmail.com
1675,Muljibhai Patel Urological Hospital,"5th Floor, DPC Building, , Dr Virendra Desai Road, Nadiad, Kheda, Gujarat",NA9408599474 ,02682520248  ,sonishail@yahoo.com
1676,Rotary Red Cross Blood Bank,"Door No.26-9-5, G.S. Raju Street, Gandhi Nagar, , Vijayawada, Krishna, Andhra Pradesh","9848124977, 9441902311 ",08662570083  ,redcrosskrishna@gmail.com
